content,trigger_class,block,question_type,workerid,slide_number_in_experiment,prior_fact,rt,Answer.time_in_minutes,trigger,prior,response,short_trigger
emma,C,block1,projective,279,29,Emma is in law school,3311,5.457883333333333,say,high_prior,0.3,say
jackson,C,block1,projective,279,30,Jackson is obese,2378,5.457883333333333,be_annoyed,low_prior,0,be_annoyed
frank,C,block2,prior,279,32,Frank has always wanted a pet,4310,5.457883333333333,know,high_prior,0.78,know
owen,C,block2,prior,279,33,Owen lives in Chicago,3317,5.457883333333333,establish,high_prior,0.98,establish
jackson,C,block2,prior,279,34,Jackson is obese,2419,5.457883333333333,be_annoyed,low_prior,0,be_annoyed
emma,C,block2,prior,279,35,Emma is in law school,2551,5.457883333333333,say,high_prior,0.81,say
tony,C,block2,prior,279,36,Tony has been sober for 20 years,4122,5.457883333333333,discover,low_prior,0,discover
josh,C,block2,prior,279,37,Josh is a 5-year old boy,3460,5.457883333333333,prove,high_prior,0.44,prove
olivia,C,block2,prior,279,38,Olivia has two small children,2681,5.457883333333333,announce,low_prior,0,announce
julian,C,block2,prior,279,39,Julian is Cuban,3686,5.457883333333333,pretend,high_prior,0.64,pretend
pizza,MC,block2,prior,279,40,Pizza is sold at the pizzeria,4650,5.457883333333333,MC,,0.49,MC
kids,MC,block2,prior,279,41,Many children like ice cream,6739,5.457883333333333,MC,,0.35,MC
isabella,C,block2,prior,279,42,Isabella is a vegetarian,4363,5.457883333333333,inform,low_prior,0,inform
ballet,MC,block2,prior,279,43,Ballet is a type of dance,2363,5.457883333333333,MC,,0.4,MC
emily,C,block2,prior,279,44,Emily has been saving for a year,3372,5.457883333333333,acknowledge,high_prior,0.71,acknowledge
grace,C,block2,prior,279,45,Grace loves her sister,3441,5.457883333333333,admit,high_prior,0.76,admit
mary,C,block2,prior,279,46,Mary is a middle school student,2751,5.457883333333333,suggest,low_prior,0,suggest
jayden,C,block2,prior,279,47,Jayden doesn't have a driver's license,2447,5.457883333333333,confess,low_prior,0,confess
jon,C,block2,prior,279,48,Jon lives 10 miles away from work,3025,5.457883333333333,reveal,low_prior,0,reveal
sophia,C,block2,prior,279,49,Sophia is a high end fashion model,3393,5.457883333333333,think,low_prior,0.13,think
mia,C,block2,prior,279,50,Mia is a college student,3144,5.457883333333333,confirm,high_prior,0.59,confirm
muffins,MC,block2,prior,279,51,Muffins are sold at the bakery,2653,5.457883333333333,MC,,0.53,MC
garage,MC,block2,prior,279,52,Garages are used to store cars and other things,5264,5.457883333333333,MC,,0.54,MC
hat,MC,block2,prior,279,53,Hats are worn on the head,3119,5.457883333333333,MC,,0.47,MC
charley,C,block2,prior,279,54,Charley lives in Korea,2778,5.457883333333333,hear,low_prior,0.25,hear
danny,C,block2,prior,279,55,Danny loves cake,2664,5.457883333333333,see,high_prior,0.69,see
zoe,C,block2,prior,279,56,Zoe is a math major,3479,5.457883333333333,be_right,high_prior,0.79,be_right
josie,C,block2,prior,279,57,Josie doesn't have a passport,4240,5.457883333333333,demonstrate,low_prior,0.01,demonstrate
grace,C,block1,prior,280,5,Grace loves her sister,7893,11.924266666666666,prove,high_prior,1,prove
mia,C,block1,prior,280,6,Mia is a college student,8673,11.924266666666666,confess,high_prior,0.69,confess
zoe,C,block1,prior,280,7,Zoe is a math major,12270,11.924266666666666,reveal,high_prior,1,reveal
frank,C,block1,prior,280,8,Frank is allergic to cats,8872,11.924266666666666,say,low_prior,0.07,say
hat,MC,block1,prior,280,9,Hats are worn on the head,16944,11.924266666666666,MC,,0.5,MC
olivia,C,block1,prior,280,10,Olivia works the third shift,21776,11.924266666666666,know,high_prior,0.74,know
isabella,C,block1,prior,280,11,Isabella is from Argentina,8856,11.924266666666666,admit,high_prior,0.5,admit
kids,MC,block1,prior,280,12,Many children like ice cream,10216,11.924266666666666,MC,,0.5,MC
ballet,MC,block1,prior,280,13,Ballet is a type of dance,9008,11.924266666666666,MC,,0.5,MC
muffins,MC,block1,prior,280,14,Muffins are sold at the bakery,9040,11.924266666666666,MC,,0.63,MC
josie,C,block1,prior,280,15,Josie doesn't have a passport,16768,11.924266666666666,see,low_prior,0,see
julian,C,block1,prior,280,16,Julian is German,5408,11.924266666666666,demonstrate,low_prior,0.49,demonstrate
danny,C,block1,prior,280,17,Danny is a diabetic,9680,11.924266666666666,think,low_prior,0.28,think
charley,C,block1,prior,280,18,Charley lives in Mexico,8784,11.924266666666666,announce,high_prior,0.84,announce
pizza,MC,block1,prior,280,19,Pizza is sold at the pizzeria,6119,11.924266666666666,MC,,0.5,MC
josh,C,block1,prior,280,20,Josh is a 75-year old man,8896,11.924266666666666,discover,low_prior,0.04,discover
jon,C,block1,prior,280,21,Jon lives 10 miles away from work,11728,11.924266666666666,confirm,low_prior,0,confirm
jackson,C,block1,prior,280,22,Jackson is training for a marathon,7655,11.924266666666666,inform,high_prior,0.8,inform
sophia,C,block1,prior,280,23,Sophia is a hipster,5800,11.924266666666666,be_right,high_prior,0.8,be_right
jayden,C,block1,prior,280,24,Jayden's car is in the shop,6672,11.924266666666666,suggest,high_prior,0.5,suggest
emma,C,block1,prior,280,25,Emma is in first grade,22584,11.924266666666666,pretend,low_prior,0.18,pretend
garage,MC,block1,prior,280,26,Garages are used to store cars and other things,10944,11.924266666666666,MC,,0.5,MC
mary,C,block1,prior,280,27,Mary is taking a prenatal yoga class,14280,11.924266666666666,hear,high_prior,0.98,hear
owen,C,block1,prior,280,28,Owen lives in New Orleans,11144,11.924266666666666,establish,low_prior,0.07,establish
tony,C,block1,prior,280,29,Tony has been sober for 20 years,8064,11.924266666666666,be_annoyed,low_prior,0.08,be_annoyed
emily,C,block1,prior,280,30,Emily never has any money,11272,11.924266666666666,acknowledge,low_prior,0.05,acknowledge
josie,C,block2,projective,280,32,Josie doesn't have a passport,25254,11.924266666666666,see,low_prior,0.5,see
pizza,MC,block2,projective,280,33,Pizza is sold at the pizzeria,6839,11.924266666666666,MC,,0,MC
charley,C,block2,projective,280,34,Charley lives in Mexico,10023,11.924266666666666,announce,high_prior,1,announce
kids,MC,block2,projective,280,35,Many children like ice cream,14208,11.924266666666666,MC,,0.01,MC
mary,C,block2,projective,280,36,Mary is taking a prenatal yoga class,7936,11.924266666666666,hear,high_prior,0.97,hear
tony,C,block2,projective,280,37,Tony has been sober for 20 years,12592,11.924266666666666,be_annoyed,low_prior,1,be_annoyed
grace,C,block2,projective,280,38,Grace loves her sister,11999,11.924266666666666,prove,high_prior,0.02,prove
ballet,MC,block2,projective,280,39,Ballet is a type of dance,12935,11.924266666666666,MC,,0,MC
danny,C,block2,projective,280,40,Danny is a diabetic,30582,11.924266666666666,think,low_prior,0,think
frank,C,block2,projective,280,41,Frank is allergic to cats,8960,11.924266666666666,say,low_prior,0,say
emma,C,block2,projective,280,42,Emma is in first grade,17993,11.924266666666666,pretend,low_prior,0,pretend
garage,MC,block2,projective,280,43,Garages are used to store cars and other things,6528,11.924266666666666,MC,,0,MC
zoe,C,block2,projective,280,44,Zoe is a math major,9328,11.924266666666666,reveal,high_prior,1,reveal
josh,C,block2,projective,280,45,Josh is a 75-year old man,13256,11.924266666666666,discover,low_prior,0.8,discover
muffins,MC,block2,projective,280,46,Muffins are sold at the bakery,6111,11.924266666666666,MC,,0,MC
emily,C,block2,projective,280,47,Emily never has any money,12104,11.924266666666666,acknowledge,low_prior,0.5,acknowledge
mia,C,block2,projective,280,48,Mia is a college student,10680,11.924266666666666,confess,high_prior,0.23,confess
jon,C,block2,projective,280,49,Jon lives 10 miles away from work,7471,11.924266666666666,confirm,low_prior,0,confirm
isabella,C,block2,projective,280,50,Isabella is from Argentina,9456,11.924266666666666,admit,high_prior,0,admit
jackson,C,block2,projective,280,51,Jackson is training for a marathon,9064,11.924266666666666,inform,high_prior,0.82,inform
hat,MC,block2,projective,280,52,Hats are worn on the head,5856,11.924266666666666,MC,,0,MC
julian,C,block2,projective,280,53,Julian is German,13152,11.924266666666666,demonstrate,low_prior,0.81,demonstrate
jayden,C,block2,projective,280,54,Jayden's car is in the shop,7704,11.924266666666666,suggest,high_prior,0,suggest
owen,C,block2,projective,280,55,Owen lives in New Orleans,13192,11.924266666666666,establish,low_prior,0,establish
olivia,C,block2,projective,280,56,Olivia works the third shift,10201,11.924266666666666,know,high_prior,1,know
sophia,C,block2,projective,280,57,Sophia is a hipster,8008,11.924266666666666,be_right,high_prior,0,be_right
sophia,C,block1,prior,281,5,Sophia is a hipster,4111,13.196066666666667,be_annoyed,high_prior,0.69,be_annoyed
jackson,C,block1,prior,281,6,Jackson is obese,9888,13.196066666666667,announce,low_prior,0,announce
frank,C,block1,prior,281,7,Frank has always wanted a pet,14888,13.196066666666667,suggest,high_prior,0.72,suggest
emma,C,block1,prior,281,8,Emma is in first grade,8032,13.196066666666667,admit,low_prior,0.1,admit
jon,C,block1,prior,281,9,Jon lives 10 miles away from work,7287,13.196066666666667,discover,low_prior,0.15,discover
charley,C,block1,prior,281,10,Charley lives in Korea,5368,13.196066666666667,confirm,low_prior,0.13,confirm
josh,C,block1,prior,281,11,Josh is a 75-year old man,82224,13.196066666666667,prove,low_prior,0.08,prove
isabella,C,block1,prior,281,12,Isabella is from Argentina,6368,13.196066666666667,be_right,high_prior,0.52,be_right
owen,C,block1,prior,281,13,Owen lives in New Orleans,6152,13.196066666666667,say,low_prior,0.05,say
jayden,C,block1,prior,281,14,Jayden's car is in the shop,74288,13.196066666666667,know,high_prior,0.87,know
muffins,MC,block1,prior,281,15,Muffins are sold at the bakery,4136,13.196066666666667,MC,,0.74,MC
olivia,C,block1,prior,281,16,Olivia works the third shift,107439,13.196066666666667,demonstrate,high_prior,0,demonstrate
pizza,MC,block1,prior,281,17,Pizza is sold at the pizzeria,4025,13.196066666666667,MC,,0.79,MC
ballet,MC,block1,prior,281,18,Ballet is a type of dance,56055,13.196066666666667,MC,,0.78,MC
danny,C,block1,prior,281,19,Danny is a diabetic,6576,13.196066666666667,pretend,low_prior,0.64,pretend
grace,C,block1,prior,281,20,Grace loves her sister,5048,13.196066666666667,inform,high_prior,0.74,inform
mia,C,block1,prior,281,21,Mia is a nun,4504,13.196066666666667,hear,low_prior,0.08,hear
zoe,C,block1,prior,281,22,Zoe is a math major,39336,13.196066666666667,think,high_prior,0.89,think
mary,C,block1,prior,281,23,Mary is taking a prenatal yoga class,4568,13.196066666666667,acknowledge,high_prior,1,acknowledge
julian,C,block1,prior,281,24,Julian is Cuban,4616,13.196066666666667,reveal,high_prior,0.82,reveal
kids,MC,block1,prior,281,25,Many children like ice cream,7815,13.196066666666667,MC,,0.69,MC
josie,C,block1,prior,281,26,Josie doesn't have a passport,3719,13.196066666666667,see,low_prior,0,see
tony,C,block1,prior,281,27,Tony really likes to party with his friends,4361,13.196066666666667,establish,high_prior,0.86,establish
garage,MC,block1,prior,281,28,Garages are used to store cars and other things,51231,13.196066666666667,MC,,0.69,MC
emily,C,block1,prior,281,29,Emily never has any money,3816,13.196066666666667,confess,low_prior,0,confess
hat,MC,block1,prior,281,30,Hats are worn on the head,6343,13.196066666666667,MC,,0.66,MC
jackson,C,block2,projective,281,32,Jackson is obese,10670,13.196066666666667,announce,low_prior,0.25,announce
emily,C,block2,projective,281,33,Emily never has any money,16025,13.196066666666667,confess,low_prior,0.21,confess
josh,C,block2,projective,281,34,Josh is a 75-year old man,6663,13.196066666666667,prove,low_prior,0.76,prove
emma,C,block2,projective,281,35,Emma is in first grade,5744,13.196066666666667,admit,low_prior,0.77,admit
mary,C,block2,projective,281,36,Mary is taking a prenatal yoga class,7104,13.196066666666667,acknowledge,high_prior,0.84,acknowledge
pizza,MC,block2,projective,281,37,Pizza is sold at the pizzeria,6968,13.196066666666667,MC,,0,MC
isabella,C,block2,projective,281,38,Isabella is from Argentina,5128,13.196066666666667,be_right,high_prior,0.18,be_right
mia,C,block2,projective,281,39,Mia is a nun,9776,13.196066666666667,hear,low_prior,0.34,hear
zoe,C,block2,projective,281,40,Zoe is a math major,7992,13.196066666666667,think,high_prior,0.25,think
frank,C,block2,projective,281,41,Frank has always wanted a pet,6536,13.196066666666667,suggest,high_prior,0.1,suggest
jayden,C,block2,projective,281,42,Jayden's car is in the shop,30809,13.196066666666667,know,high_prior,0.74,know
ballet,MC,block2,projective,281,43,Ballet is a type of dance,4247,13.196066666666667,MC,,0,MC
danny,C,block2,projective,281,44,Danny is a diabetic,12120,13.196066666666667,pretend,low_prior,0.16,pretend
kids,MC,block2,projective,281,45,Many children like ice cream,5120,13.196066666666667,MC,,0,MC
jon,C,block2,projective,281,46,Jon lives 10 miles away from work,5496,13.196066666666667,discover,low_prior,0.79,discover
muffins,MC,block2,projective,281,47,Muffins are sold at the bakery,5304,13.196066666666667,MC,,0.01,MC
sophia,C,block2,projective,281,48,Sophia is a hipster,4280,13.196066666666667,be_annoyed,high_prior,0.73,be_annoyed
charley,C,block2,projective,281,49,Charley lives in Korea,5529,13.196066666666667,confirm,low_prior,0.2,confirm
josie,C,block2,projective,281,50,Josie doesn't have a passport,4711,13.196066666666667,see,low_prior,0.72,see
julian,C,block2,projective,281,51,Julian is Cuban,4288,13.196066666666667,reveal,high_prior,0.81,reveal
olivia,C,block2,projective,281,52,Olivia works the third shift,5951,13.196066666666667,demonstrate,high_prior,0.19,demonstrate
owen,C,block2,projective,281,53,Owen lives in New Orleans,8040,13.196066666666667,say,low_prior,0.17,say
garage,MC,block2,projective,281,54,Garages are used to store cars and other things,4680,13.196066666666667,MC,,0,MC
grace,C,block2,projective,281,55,Grace loves her sister,4753,13.196066666666667,inform,high_prior,0.76,inform
tony,C,block2,projective,281,56,Tony really likes to party with his friends,5735,13.196066666666667,establish,high_prior,0.21,establish
hat,MC,block2,projective,281,57,Hats are worn on the head,6176,13.196066666666667,MC,,0,MC
olivia,C,block1,projective,282,5,Olivia has two small children,9484,19.6526,prove,low_prior,0.25,prove
muffins,MC,block1,projective,282,6,Muffins are sold at the bakery,70199,19.6526,MC,,0.41,MC
kids,MC,block1,projective,282,7,Many children like ice cream,7757,19.6526,MC,,0.17,MC
emma,C,block1,projective,282,8,Emma is in first grade,5419,19.6526,establish,low_prior,0.4,establish
emily,C,block1,projective,282,9,Emily never has any money,45303,19.6526,reveal,low_prior,0.05,reveal
jackson,C,block1,projective,282,10,Jackson is training for a marathon,8716,19.6526,think,high_prior,0.35,think
jayden,C,block1,projective,282,11,Jayden's car is in the shop,7707,19.6526,know,high_prior,0.59,know
mary,C,block1,projective,282,12,Mary is taking a prenatal yoga class,7462,19.6526,admit,high_prior,0.6,admit
zoe,C,block1,projective,282,13,Zoe is 5 years old,8769,19.6526,say,low_prior,0.03,say
josie,C,block1,projective,282,14,Josie doesn't have a passport,6315,19.6526,suggest,low_prior,0.06,suggest
julian,C,block1,projective,282,15,Julian is Cuban,12474,19.6526,pretend,high_prior,0.16,pretend
danny,C,block1,projective,282,16,Danny is a diabetic,7492,19.6526,inform,low_prior,0.59,inform
sophia,C,block1,projective,282,17,Sophia is a hipster,6058,19.6526,be_right,high_prior,0.16,be_right
pizza,MC,block1,projective,282,18,Pizza is sold at the pizzeria,5049,19.6526,MC,,0.03,MC
ballet,MC,block1,projective,282,19,Ballet is a type of dance,14083,19.6526,MC,,0.1,MC
grace,C,block1,projective,282,20,Grace hates her sister,5905,19.6526,announce,low_prior,0.07,announce
charley,C,block1,projective,282,21,Charley lives in Mexico,6532,19.6526,see,high_prior,0.61,see
isabella,C,block1,projective,282,22,Isabella is from Argentina,5445,19.6526,discover,high_prior,0.1,discover
josh,C,block1,projective,282,23,Josh is a 75-year old man,5547,19.6526,be_annoyed,low_prior,0.28,be_annoyed
garage,MC,block1,projective,282,24,Garages are used to store cars and other things,8219,19.6526,MC,,0.05,MC
jon,C,block1,projective,282,25,Jon lives 2 blocks away from work,37890,19.6526,acknowledge,high_prior,0.55,acknowledge
tony,C,block1,projective,282,26,Tony really likes to party with his friends,19253,19.6526,demonstrate,high_prior,0.43,demonstrate
owen,C,block1,projective,282,27,Owen lives in New Orleans,6332,19.6526,hear,low_prior,0.14,hear
frank,C,block1,projective,282,28,Frank is allergic to cats,6786,19.6526,confess,low_prior,0.14,confess
hat,MC,block1,projective,282,29,Hats are worn on the head,10404,19.6526,MC,,0.11,MC
mia,C,block1,projective,282,30,Mia is a college student,7006,19.6526,confirm,high_prior,0.36,confirm
olivia,C,block2,prior,282,32,Olivia has two small children,5325,19.6526,prove,low_prior,0.2,prove
muffins,MC,block2,prior,282,33,Muffins are sold at the bakery,4232,19.6526,MC,,0.79,MC
jayden,C,block2,prior,282,34,Jayden's car is in the shop,9051,19.6526,know,high_prior,0.86,know
owen,C,block2,prior,282,35,Owen lives in New Orleans,5769,19.6526,hear,low_prior,0.13,hear
josie,C,block2,prior,282,36,Josie doesn't have a passport,5176,19.6526,suggest,low_prior,0,suggest
hat,MC,block2,prior,282,37,Hats are worn on the head,3377,19.6526,MC,,0.48,MC
zoe,C,block2,prior,282,38,Zoe is 5 years old,103636,19.6526,say,low_prior,0.02,say
julian,C,block2,prior,282,39,Julian is Cuban,3912,19.6526,pretend,high_prior,0.5,pretend
mary,C,block2,prior,282,40,Mary is taking a prenatal yoga class,3630,19.6526,admit,high_prior,0.91,admit
mia,C,block2,prior,282,41,Mia is a college student,3157,19.6526,confirm,high_prior,0.5,confirm
ballet,MC,block2,prior,282,42,Ballet is a type of dance,4092,19.6526,MC,,0.49,MC
emma,C,block2,prior,282,43,Emma is in first grade,5302,19.6526,establish,low_prior,0.19,establish
pizza,MC,block2,prior,282,44,Pizza is sold at the pizzeria,5151,19.6526,MC,,0.61,MC
danny,C,block2,prior,282,45,Danny is a diabetic,27570,19.6526,inform,low_prior,0.08,inform
jon,C,block2,prior,282,46,Jon lives 2 blocks away from work,12399,19.6526,acknowledge,high_prior,0.59,acknowledge
emily,C,block2,prior,282,47,Emily never has any money,3733,19.6526,reveal,low_prior,0,reveal
garage,MC,block2,prior,282,48,Garages are used to store cars and other things,4434,19.6526,MC,,0.48,MC
josh,C,block2,prior,282,49,Josh is a 75-year old man,242197,19.6526,be_annoyed,low_prior,0,be_annoyed
tony,C,block2,prior,282,50,Tony really likes to party with his friends,4562,19.6526,demonstrate,high_prior,0.73,demonstrate
grace,C,block2,prior,282,51,Grace hates her sister,8907,19.6526,announce,low_prior,0.09,announce
isabella,C,block2,prior,282,52,Isabella is from Argentina,3898,19.6526,discover,high_prior,0.52,discover
sophia,C,block2,prior,282,53,Sophia is a hipster,2747,19.6526,be_right,high_prior,0.57,be_right
charley,C,block2,prior,282,54,Charley lives in Mexico,4678,19.6526,see,high_prior,0.88,see
jackson,C,block2,prior,282,55,Jackson is training for a marathon,3681,19.6526,think,high_prior,0.59,think
frank,C,block2,prior,282,56,Frank is allergic to cats,3731,19.6526,confess,low_prior,0,confess
kids,MC,block2,prior,282,57,Many children like ice cream,3629,19.6526,MC,,0.51,MC
olivia,C,block1,projective,283,5,Olivia has two small children,30485,15.82935,demonstrate,low_prior,0.87,demonstrate
muffins,MC,block1,projective,283,6,Muffins are sold at the bakery,35377,15.82935,MC,,0.08,MC
jackson,C,block1,projective,283,7,Jackson is obese,13617,15.82935,know,low_prior,0.94,know
isabella,C,block1,projective,283,8,Isabella is from Argentina,27364,15.82935,admit,high_prior,0.82,admit
garage,MC,block1,projective,283,9,Garages are used to store cars and other things,18644,15.82935,MC,,0,MC
pizza,MC,block1,projective,283,10,Pizza is sold at the pizzeria,11080,15.82935,MC,,0.13,MC
hat,MC,block1,projective,283,11,Hats are worn on the head,17099,15.82935,MC,,0.63,MC
emma,C,block1,projective,283,12,Emma is in first grade,13148,15.82935,announce,low_prior,0.91,announce
charley,C,block1,projective,283,13,Charley lives in Mexico,24277,15.82935,hear,high_prior,0.97,hear
josh,C,block1,projective,283,14,Josh is a 75-year old man,23573,15.82935,confess,low_prior,0.9,confess
emily,C,block1,projective,283,15,Emily never has any money,10900,15.82935,say,low_prior,0,say
kids,MC,block1,projective,283,16,Many children like ice cream,12223,15.82935,MC,,0,MC
jayden,C,block1,projective,283,17,Jayden's car is in the shop,16670,15.82935,establish,high_prior,0.68,establish
danny,C,block1,projective,283,18,Danny loves cake,15192,15.82935,prove,high_prior,0.72,prove
josie,C,block1,projective,283,19,Josie doesn't have a passport,24452,15.82935,think,low_prior,0.08,think
owen,C,block1,projective,283,20,Owen lives in New Orleans,16240,15.82935,see,low_prior,0.02,see
zoe,C,block1,projective,283,21,Zoe is a math major,20422,15.82935,suggest,high_prior,0.68,suggest
grace,C,block1,projective,283,22,Grace hates her sister,20556,15.82935,be_annoyed,low_prior,0.74,be_annoyed
sophia,C,block1,projective,283,23,Sophia is a hipster,9252,15.82935,reveal,high_prior,0.94,reveal
mia,C,block1,projective,283,24,Mia is a nun,10792,15.82935,be_right,low_prior,0.01,be_right
jon,C,block1,projective,283,25,Jon lives 2 blocks away from work,22935,15.82935,confirm,high_prior,0.7,confirm
ballet,MC,block1,projective,283,26,Ballet is a type of dance,9628,15.82935,MC,,0,MC
frank,C,block1,projective,283,27,Frank has always wanted a pet,17574,15.82935,discover,high_prior,0.88,discover
tony,C,block1,projective,283,28,Tony really likes to party with his friends,39855,15.82935,pretend,high_prior,0.32,pretend
mary,C,block1,projective,283,29,Mary is a middle school student,28504,15.82935,inform,low_prior,0.74,inform
julian,C,block1,projective,283,30,Julian is Cuban,12827,15.82935,acknowledge,high_prior,0.78,acknowledge
grace,C,block2,prior,283,32,Grace hates her sister,10198,15.82935,be_annoyed,low_prior,0.22,be_annoyed
pizza,MC,block2,prior,283,33,Pizza is sold at the pizzeria,13412,15.82935,MC,,0.69,MC
tony,C,block2,prior,283,34,Tony really likes to party with his friends,6151,15.82935,pretend,high_prior,0.95,pretend
ballet,MC,block2,prior,283,35,Ballet is a type of dance,5112,15.82935,MC,,0.5,MC
jayden,C,block2,prior,283,36,Jayden's car is in the shop,10579,15.82935,establish,high_prior,0.77,establish
julian,C,block2,prior,283,37,Julian is Cuban,5118,15.82935,acknowledge,high_prior,0.59,acknowledge
sophia,C,block2,prior,283,38,Sophia is a hipster,6094,15.82935,reveal,high_prior,0.64,reveal
mary,C,block2,prior,283,39,Mary is a middle school student,4665,15.82935,inform,low_prior,0.37,inform
josie,C,block2,prior,283,40,Josie doesn't have a passport,10599,15.82935,think,low_prior,0,think
emily,C,block2,prior,283,41,Emily never has any money,5442,15.82935,say,low_prior,0,say
garage,MC,block2,prior,283,42,Garages are used to store cars and other things,7516,15.82935,MC,,0.5,MC
emma,C,block2,prior,283,43,Emma is in first grade,12880,15.82935,announce,low_prior,0.4,announce
isabella,C,block2,prior,283,44,Isabella is from Argentina,7778,15.82935,admit,high_prior,0.49,admit
owen,C,block2,prior,283,45,Owen lives in New Orleans,30268,15.82935,see,low_prior,0.13,see
mia,C,block2,prior,283,46,Mia is a nun,8504,15.82935,be_right,low_prior,0.27,be_right
hat,MC,block2,prior,283,47,Hats are worn on the head,7460,15.82935,MC,,0.5,MC
frank,C,block2,prior,283,48,Frank has always wanted a pet,21618,15.82935,discover,high_prior,0.77,discover
zoe,C,block2,prior,283,49,Zoe is a math major,3934,15.82935,suggest,high_prior,0.77,suggest
danny,C,block2,prior,283,50,Danny loves cake,7506,15.82935,prove,high_prior,0.85,prove
jon,C,block2,prior,283,51,Jon lives 2 blocks away from work,5650,15.82935,confirm,high_prior,0.9,confirm
kids,MC,block2,prior,283,52,Many children like ice cream,16328,15.82935,MC,,0.49,MC
jackson,C,block2,prior,283,53,Jackson is obese,9392,15.82935,know,low_prior,0.06,know
olivia,C,block2,prior,283,54,Olivia has two small children,7898,15.82935,demonstrate,low_prior,0.1,demonstrate
charley,C,block2,prior,283,55,Charley lives in Mexico,5738,15.82935,hear,high_prior,0.82,hear
josh,C,block2,prior,283,56,Josh is a 75-year old man,11151,15.82935,confess,low_prior,0.22,confess
muffins,MC,block2,prior,283,57,Muffins are sold at the bakery,4232,15.82935,MC,,0.71,MC
julian,C,block1,prior,284,5,Julian is German,11721,11.48155,inform,low_prior,0.97,inform
sophia,C,block1,prior,284,6,Sophia is a high end fashion model,7876,11.48155,suggest,low_prior,0.02,suggest
ballet,MC,block1,prior,284,7,Ballet is a type of dance,14385,11.48155,MC,,0.14,MC
grace,C,block1,prior,284,8,Grace loves her sister,6202,11.48155,acknowledge,high_prior,0.99,acknowledge
mary,C,block1,prior,284,9,Mary is a middle school student,5004,11.48155,demonstrate,low_prior,0.04,demonstrate
mia,C,block1,prior,284,10,Mia is a college student,8954,11.48155,prove,high_prior,0.89,prove
hat,MC,block1,prior,284,11,Hats are worn on the head,8117,11.48155,MC,,0.68,MC
charley,C,block1,prior,284,12,Charley lives in Mexico,5418,11.48155,establish,high_prior,0.99,establish
pizza,MC,block1,prior,284,13,Pizza is sold at the pizzeria,8142,11.48155,MC,,0.51,MC
zoe,C,block1,prior,284,14,Zoe is 5 years old,6648,11.48155,confess,low_prior,0.04,confess
tony,C,block1,prior,284,15,Tony has been sober for 20 years,4976,11.48155,confirm,low_prior,0.01,confirm
josie,C,block1,prior,284,16,Josie doesn't have a passport,6520,11.48155,say,low_prior,0.02,say
emily,C,block1,prior,284,17,Emily has been saving for a year,6168,11.48155,reveal,high_prior,0.89,reveal
garage,MC,block1,prior,284,18,Garages are used to store cars and other things,8458,11.48155,MC,,0.49,MC
owen,C,block1,prior,284,19,Owen lives in Chicago,15198,11.48155,discover,high_prior,0.96,discover
muffins,MC,block1,prior,284,20,Muffins are sold at the bakery,4680,11.48155,MC,,0.87,MC
jayden,C,block1,prior,284,21,Jayden doesn't have a driver's license,5127,11.48155,admit,low_prior,0.04,admit
danny,C,block1,prior,284,22,Danny is a diabetic,8115,11.48155,pretend,low_prior,0.05,pretend
kids,MC,block1,prior,284,23,Many children like ice cream,16094,11.48155,MC,,0.5,MC
isabella,C,block1,prior,284,24,Isabella is from Argentina,10100,11.48155,hear,high_prior,0.34,hear
jon,C,block1,prior,284,25,Jon lives 2 blocks away from work,7308,11.48155,think,high_prior,0.96,think
jackson,C,block1,prior,284,26,Jackson is training for a marathon,5448,11.48155,know,high_prior,0.97,know
frank,C,block1,prior,284,27,Frank has always wanted a pet,5914,11.48155,be_annoyed,high_prior,0.95,be_annoyed
emma,C,block1,prior,284,28,Emma is in first grade,8498,11.48155,see,low_prior,0.03,see
olivia,C,block1,prior,284,29,Olivia works the third shift,12000,11.48155,announce,high_prior,0.96,announce
josh,C,block1,prior,284,30,Josh is a 75-year old man,9642,11.48155,be_right,low_prior,0.48,be_right
jayden,C,block2,projective,284,32,Jayden doesn't have a driver's license,28505,11.48155,admit,low_prior,0.11,admit
zoe,C,block2,projective,284,33,Zoe is 5 years old,12634,11.48155,confess,low_prior,0.08,confess
sophia,C,block2,projective,284,34,Sophia is a high end fashion model,20722,11.48155,suggest,low_prior,0.21,suggest
julian,C,block2,projective,284,35,Julian is German,21081,11.48155,inform,low_prior,0.97,inform
kids,MC,block2,projective,284,36,Many children like ice cream,13954,11.48155,MC,,0.12,MC
olivia,C,block2,projective,284,37,Olivia works the third shift,13712,11.48155,announce,high_prior,0.2,announce
emma,C,block2,projective,284,38,Emma is in first grade,16114,11.48155,see,low_prior,0.83,see
mia,C,block2,projective,284,39,Mia is a college student,11714,11.48155,prove,high_prior,0.07,prove
jon,C,block2,projective,284,40,Jon lives 2 blocks away from work,21790,11.48155,think,high_prior,0.82,think
charley,C,block2,projective,284,41,Charley lives in Mexico,14158,11.48155,establish,high_prior,0.92,establish
owen,C,block2,projective,284,42,Owen lives in Chicago,18686,11.48155,discover,high_prior,0.75,discover
grace,C,block2,projective,284,43,Grace loves her sister,15610,11.48155,acknowledge,high_prior,0.86,acknowledge
mary,C,block2,projective,284,44,Mary is a middle school student,24232,11.48155,demonstrate,low_prior,0.09,demonstrate
