short_trigger,contentFact,Mean_prior,YMin_prior,YMax_prior,Mean_proj,YMin_proj,YMax_proj,Mean_ai,YMin_ai,YMax_ai
prove,Julian dances salsa-factL,0.4033333333333333,0.28330555555555553,0.5600555555555554,0.5233333333333333,0.3111111111111111,0.7311388888888889,0.48666666666666664,0.2544444444444445,0.7000277777777777
prove,Mary is pregnant-factH,0.9,0.8,0.98,0.060000000000000005,0,0.13,0.22666666666666666,0.09999999999999998,0.33
prove,Mary is pregnant-factL,0.1,0.03395000000000001,0.188,0.11399999999999999,0,0.27,0.216,0.094,0.324
prove,Mia drank 2 cocktails last night-factH,0.516,0.403,0.632,0.246,0.06190000000000001,0.45904999999999996,0.535,0.28,0.780025
prove,Mia drank 2 cocktails last night-factL,0.16444444444444445,0.04666666666666666,0.3378055555555555,0.17444444444444446,0.04555555555555557,0.3200555555555555,0.39222222222222225,0.1610555555555556,0.6513333333333331
prove,Olivia sleeps until noon-factH,0.8119999999999999,0.726,0.868,0.15,0.052000000000000005,0.26005,0.448,0.06000000000000005,0.836
prove,Olivia sleeps until noon-factL,0.07285714285714286,0.020000000000000004,0.13142857142857142,0.15714285714285714,0.038535714285714284,0.31714285714285717,0.38857142857142857,0.14142857142857143,0.6342857142857142
prove,Owen shoveled snow last winter-factH,0.734,0.51,0.8701,0.40399999999999997,0.064,0.744,0.47,0.11399999999999999,0.818
prove,Owen shoveled snow last winter-factL,0.13545454545454547,0.06818181818181818,0.23454545454545456,0.15454545454545454,0.06356818181818182,0.26,0.2381818181818182,0.12088636363636364,0.3609999999999999
prove,Sophia got a tattoo-factH,0.64125,0.54,0.7424999999999999,0.2375,0.14996875,0.33,0.42875,0.29118750000000004,0.5625312499999999
prove,Sophia got a tattoo-factL,0.386,0.156,0.598,0.38999999999999996,0.014000000000000012,0.768,0.14,0.05200000000000002,0.228
prove,Tony had a drink last night-factH,0.8028571428571428,0.7271428571428572,0.8842857142857142,0.23142857142857143,0.08571428571428572,0.3686071428571428,0.2742857142857143,0.16428571428571428,0.3814285714285714
prove,Tony had a drink last night-factL,0.21500000000000002,0.16,0.27,0.01,0,0.02,0.14500000000000002,0,0.29000000000000004
prove,Zoe calculated the tip-factH,0.94,0.94,0.94,0.01,0.01,0.01,0.03000000000000002,0.03000000000000002,0.03000000000000002
prove,Zoe calculated the tip-factL,0.13444444444444445,0.05108333333333334,0.2411111111111111,0.28444444444444444,0.09888888888888889,0.4966944444444444,0.6088888888888889,0.36436111111111114,0.8266944444444444
reveal,Charley speaks Spanish-factH,0.81,0.6175,0.935,0.6925,0.51,0.875,0.59,0.29000000000000004,0.88
reveal,Charley speaks Spanish-factL,0.29857142857142854,0.1685357142857143,0.42003571428571423,0.6128571428571429,0.33424999999999994,0.8601785714285712,0.7285714285714285,0.4771071428571429,0.9258214285714285
reveal,Danny ate the last cupcake-factH,0.6944444444444444,0.6133333333333334,0.7689166666666666,0.7122222222222222,0.56775,0.8466944444444444,0.5888888888888889,0.381,0.7955833333333334
reveal,Danny ate the last cupcake-factL,0.22,0.13142857142857142,0.3314642857142857,0.41428571428571426,0.19714285714285715,0.6214642857142857,0.5971428571428572,0.35425,0.8443214285714286
reveal,Emily bought a car yesterday-factH,0.5642857142857143,0.3385357142857143,0.7761071428571424,0.5457142857142857,0.29285714285714287,0.7986428571428571,0.5142857142857142,0.30978571428571433,0.7443571428571428
reveal,Emily bought a car yesterday-factL,0.41000000000000003,0.31,0.51,0.14,0.1,0.18,0.09999999999999998,0.07999999999999996,0.12
reveal,Emma studied on Saturday morning-factH,0.7142857142857143,0.5799642857142857,0.8457142857142858,0.2857142857142857,0.12853571428571428,0.5128571428571429,0.65,0.3742857142857143,0.8871785714285714
reveal,Emma studied on Saturday morning-factL,0.23875000000000002,0.12875,0.36625,0.45375,0.24615625000000005,0.6700937499999999,0.4625,0.20246874999999998,0.7400625
reveal,Frank got a cat-factH,0.681,0.58995,0.771,0.503,0.272,0.71705,0.635,0.366975,0.8682249999999998
reveal,Frank got a cat-factL,0.08111111111111112,0.04,0.13555555555555557,0.4311111111111111,0.23555555555555557,0.6266666666666667,0.46555555555555556,0.29888888888888887,0.6811111111111111
reveal,Grace visited her sister-factH,0.82,0.762,0.88205,0.442,0.16999999999999998,0.71,0.45599999999999996,0.11599999999999999,0.796
reveal,Grace visited her sister-factL,0.13874999999999998,0.08625,0.19624999999999998,0.2425,0.065,0.47390624999999986,0.59375,0.385,0.79128125
reveal,Isabella ate a steak on Sunday-factH,0.55,0.38142857142857145,0.7185714285714285,0.40285714285714286,0.12857142857142861,0.7000714285714285,0.5442857142857143,0.2568571428571429,0.8057142857142857
reveal,Isabella ate a steak on Sunday-factL,0.09888888888888889,0.02111111111111111,0.20669444444444443,0.3011111111111111,0.11775,0.5444722222222221,0.4477777777777778,0.19444444444444448,0.7214166666666664
reveal,Jackson ran 10 miles-factH,0.91,0.91,0.91,0.96,0.96,0.96,0.83,0.83,0.83
reveal,Jackson ran 10 miles-factL,0.08,0.025,0.15666666666666668,0.3666666666666667,0.08833333333333332,0.675,0.275,0.08166666666666667,0.5666666666666667
reveal,Jayden rented a car-factH,0.606,0.481,0.741,0.429,0.195975,0.66305,0.592,0.307925,0.8520249999999999
reveal,Jayden rented a car-factL,0.095,0.008571428571428577,0.2179285714285714,0.5542857142857143,0.38992857142857146,0.7321607142857143,0.6535714285714286,0.45569642857142856,0.8407678571428572
reveal,Jon walks to work-factH,0.79,0.67195,0.914,0.808,0.65795,0.932,0.754,0.41159999999999997,0.968
